RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
,2017,2017,MS,Mississippi,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,64.92133333333332,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-89.53803082 32.7455101),C03,TSC04,Q19,,28,AGE,65PLUS,RACE,ASN,,,
,2018,2018,MS,Mississippi,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,49.400000000000006,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C01,TOC10,Q46,,28,AGE,AGE_OVERALL,RACE,HIS,,,
,2017,2017,MS,Mississippi,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,91.86666666666669,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C01,TOC04,Q04,,28,AGE,5064,RACE,HIS,,,
,2015,2015,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,30.1,30.1,,,27.8,32.4,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082 32.7455101),C02,TNC04,Q13,,28,AGE,AGE_OVERALL,RACE,WHT,,,
,2018,2018,MS,Mississippi,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,63.2,63.2,,,58.9,67.3,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082 32.7455101),C03,TSC01,Q12,,28,AGE,65PLUS,RACE,WHT,,,
,2019,2019,MS,Mississippi,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,91.86666666666667,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-89.53803082 32.7455101),C01,TOC04,Q04,,28,AGE,65PLUS,RACE,ASN,,,
,2019,2019,MS,Mississippi,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,52.00444444444442,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-89.53803082 32.7455101),C03,TSC09,Q09,,28,AGE,5064,RACE,NAA,,,
,2015,2015,MS,Mississippi,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,65.17333333333332,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C01,TOC08,Q33,,28,AGE,65PLUS,RACE,HIS,,,
,2015,2015,MS,Mississippi,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,48.15166666666666,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-89.53803082 32.7455101),C01,TOC11,Q43,,28,AGE,AGE_OVERALL,RACE,ASN,,,
,2016,2016,MS,Mississippi,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,64.92133333333332,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C03,TSC04,Q19,,28,AGE,5064,RACE,HIS,,,
,2020,2020,MS,Mississippi,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,68.4,68.4,,,66.5,70.3,,Age Group,Overall,,,,,POINT (-89.53803082 32.7455101),C01,TOC09,Q34,,28,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
,2015,2015,MS,Mississippi,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,19.24777777777777,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-89.53803082 32.7455101),C05,TMC03,Q27,,28,AGE,5064,RACE,ASN,,,
,2020,2020,MS,Mississippi,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,10.8,10.8,,,9.2,12.6,,Age Group,65 years or older,,,,,POINT (-89.53803082 32.7455101),C04,TAC01,Q17,,28,AGE,65PLUS,OVERALL,OVERALL,,,
,2016,2016,MS,Mississippi,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,32.4,32.4,,,27.1,38.3,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-89.53803082 32.7455101),C01,TOC05,Q07,,28,AGE,65PLUS,RACE,BLK,,,
,2016,2016,MS,Mississippi,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,6.5,6.5,,,5.3,7.8,,Age Group,Overall,,,,,POINT (-89.53803082 32.7455101),C04,TAC03,Q21,,28,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
,2018,2018,MS,Mississippi,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,32.0,32.0,,,28.8,35.4,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082 32.7455101),C01,TOC07,Q32,,28,AGE,65PLUS,RACE,WHT,,,
,2018,2018,MS,Mississippi,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,27.63,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-89.53803082 32.7455101),C03,TSC11,Q11,,28,AGE,65PLUS,RACE,NAA,,,
,2019,2019,MS,Mississippi,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,6.394444444444445,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C01,TOC01,Q08,,28,AGE,AGE_OVERALL,RACE,HIS,,,
,2017,2017,MS,Mississippi,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,90.8,90.8,,,87.8,93.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082 32.7455101),C03,TSC06,Q14,,28,AGE,5064,RACE,WHT,,,
,2018,2018,MS,Mississippi,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,33.97333333333333,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-89.53803082 32.7455101),C03,TSC10,Q10,,28,AGE,AGE_OVERALL,RACE,HIS,,,
,2017,2017,MS,Mississippi,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.4,8.4,,,7.5,9.4,,Age Group,50-64 years,,,,,POINT (-89.53803082 32.7455101),C01,TOC03,Q35,,28,AGE,5064,OVERALL,OVERALL,,,
,2019,2019,MS,Mississippi,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,96.2,96.2,,,93.8,97.6,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-89.53803082 32.7455101),C03,TSC06,Q14,,28,AGE,AGE_OVERALL,RACE,BLK,,,
,2017,2017,MS,Mississippi,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,93.7,93.7,,,92.0,95.0,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-89.53803082 32.7455101),C03,TSC06,Q14,,28,AGE,AGE_OVERALL,RACE,WHT,,,
