RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,80.4,80.4,,,77.5,83.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,,36,AGE,5064,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,10.8,10.8,,,9.5,12.2,,Age Group,Overall,Gender,Male,,,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,,36,AGE,AGE_OVERALL,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,80.7,80.7,,,75.2,85.2,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,,36,AGE,AGE_OVERALL,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,40.23571428571427,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-75.54397043 42.82700103),C06,TCC02,Q31,,36,AGE,5064,RACE,NAA,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,40.23571428571427,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C06,TCC02,Q31,,36,AGE,AGE_OVERALL,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,9.2,9.2,,,7.7,10.9,,Age Group,50-64 years,Gender,Female,,,POINT (-75.54397043 42.82700103),C04,TAC03,Q21,,36,AGE,5064,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,24.6,24.6,,,18.0,32.8,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C02,TNC04,Q13,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,33.60144927536231,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C06,TCC03,Q41,,36,AGE,65PLUS,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,35.5,35.5,,,26.3,46.0,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C02,TNC03,Q16,,36,AGE,AGE_OVERALL,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5.4,5.4,,,3.9,7.0,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C01,TOC01,Q08,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,27.8,27.8,,,26.4,29.3,,Age Group,Overall,,,,,POINT (-75.54397043 42.82700103),C02,TNC04,Q13,,36,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,31.460305343511443,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-75.54397043 42.82700103),C02,TNC03,Q16,,36,AGE,5064,RACE,NAA,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,11.0,11.0,,,9.3,12.8,,Age Group,50-64 years,Gender,Male,,,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,,36,AGE,5064,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,34.0,34.0,,,29.5,38.9,,Age Group,50-64 years,Gender,Female,,,POINT (-75.54397043 42.82700103),C03,TSC09,Q09,,36,AGE,5064,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,50.2,50.2,,,34.7,65.7,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C03,TSC09,Q09,,36,AGE,65PLUS,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,38.9,38.9,,,33.1,45.0,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C02,TNC04,Q13,,36,AGE,5064,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,10.5,10.5,,,9.6,11.6,,Age Group,Overall,,,,,POINT (-75.54397043 42.82700103),C05,TMC01,Q03,,36,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,9.844329896907217,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-75.54397043 42.82700103),C04,TAC03,Q21,,36,AGE,65PLUS,RACE,NAA,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,25.2,25.2,,,19.5,32.0,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC10,Q10,,36,AGE,AGE_OVERALL,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,45.2,45.2,,,41.7,48.7,,Age Group,65 years or older,Gender,Male,,,POINT (-75.54397043 42.82700103),C03,TSC10,Q10,,36,AGE,65PLUS,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,13.4,13.4,,,8.9,19.7,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C05,TMC01,Q03,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,35.0,35.0,,,32.2,38.0,,Age Group,65 years or older,Gender,Female,,,POINT (-75.54397043 42.82700103),C02,TNC03,Q16,,36,AGE,65PLUS,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,58.6,58.6,,,49.9,66.8,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C03,TSC08,Q18,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,43.2,43.2,,,37.4,49.2,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC08,Q18,,36,AGE,5064,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,73.2,73.2,,,70.5,75.8,,Age Group,50-64 years,Gender,Female,,,POINT (-75.54397043 42.82700103),C03,TSC02,Q15,,36,AGE,5064,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,61.3,61.3,,,59.1,63.4,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC09,Q09,,36,AGE,AGE_OVERALL,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,71.3,71.3,,,69.0,73.6,,Age Group,Overall,Gender,Female,,,POINT (-75.54397043 42.82700103),C03,TSC03,Q20,,36,AGE,AGE_OVERALL,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,9.6,9.6,,,6.7,13.5,,Age Group,65 years or older,Gender,Male,,,POINT (-75.54397043 42.82700103),C06,TCC01,Q30,,36,AGE,65PLUS,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,71.3,71.3,,,69.0,73.6,,Age Group,Overall,,,,,POINT (-75.54397043 42.82700103),C03,TSC03,Q20,,36,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,14.2,14.2,,,11.5,17.5,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C04,TAC01,Q17,,36,AGE,AGE_OVERALL,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,49.0,49.0,,,46.8,51.2,,Age Group,50-64 years,,,,,POINT (-75.54397043 42.82700103),C03,TSC08,Q18,,36,AGE,5064,OVERALL,OVERALL,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,12.681081081081073,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-75.54397043 42.82700103),C04,TAC01,Q17,,36,AGE,65PLUS,RACE,NAA,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,45.1,45.1,,,42.5,47.6,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C03,TSC10,Q10,,36,AGE,AGE_OVERALL,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,15.9,15.9,,,9.0,26.5,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,,36,AGE,AGE_OVERALL,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,76.5,76.5,,,65.9,84.6,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,33.4,33.4,,,21.8,47.4,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C02,TNC03,Q16,,36,AGE,5064,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,32.1,32.1,,,22.8,43.1,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C03,TSC11,Q11,,36,AGE,65PLUS,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,9.9,9.9,,,8.7,11.2,,Age Group,Overall,Gender,Female,,,POINT (-75.54397043 42.82700103),C01,TOC06,Q05,,36,AGE,AGE_OVERALL,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,52.7,52.7,,,38.1,67.0,,Age Group,Overall,Gender,Male,,,POINT (-75.54397043 42.82700103),C06,TCC02,Q31,,36,AGE,AGE_OVERALL,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,75.15434782608695,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,,36,AGE,5064,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,12.681081081081075,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C04,TAC01,Q17,,36,AGE,65PLUS,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,3.6,3.6,,,3.2,3.9,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C01,TOC01,Q08,,36,AGE,65PLUS,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,14.7625,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,,36,AGE,5064,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,32.0,32.0,,,22.8,42.8,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C01,TOC10,Q46,,36,AGE,AGE_OVERALL,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,25.7,25.7,,,14.8,40.8,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C01,TOC10,Q46,,36,AGE,5064,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,9.844329896907215,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C04,TAC03,Q21,,36,AGE,65PLUS,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,16.9,16.9,,,12.4,22.7,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C04,TAC01,Q17,,36,AGE,5064,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,34.8,34.8,,,31.8,37.8,,Age Group,50-64 years,Gender,Male,,,POINT (-75.54397043 42.82700103),C03,TSC10,Q10,,36,AGE,5064,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,10.504504504504505,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C05,TMC01,Q03,,36,AGE,65PLUS,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,70.2,70.2,,,67.0,73.2,,Age Group,50-64 years,Gender,Male,,,POINT (-75.54397043 42.82700103),C03,TSC02,Q15,,36,AGE,5064,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,66.4,66.4,,,63.4,69.3,,Age Group,65 years or older,Gender,Female,,,POINT (-75.54397043 42.82700103),C01,TOC05,Q07,,36,AGE,65PLUS,GENDER,FEMALE,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,11.8,11.8,,,7.3,18.6,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397043 42.82700103),C01,TOC06,Q05,,36,AGE,65PLUS,RACE,BLK,,,
,2020,2020,NY,New York,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,45.1,45.1,,,40.0,50.4,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-75.54397043 42.82700103),C01,TOC10,Q46,,36,AGE,AGE_OVERALL,RACE,HIS,,,
,2020,2020,NY,New York,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,17.2,17.2,,,14.9,19.7,,Age Group,50-64 years,Gender,Male,,,POINT (-75.54397043 42.82700103),C04,TAC03,Q21,,36,AGE,5064,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,10.713761467889912,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-75.54397043 42.82700103),C06,TCC01,Q30,,36,AGE,65PLUS,RACE,ASN,,,
,2020,2020,NY,New York,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,10.6,10.6,,,8.6,12.9,,Age Group,65 years or older,Gender,Male,,,POINT (-75.54397043 42.82700103),C05,TMC03,Q27,,36,AGE,65PLUS,GENDER,MALE,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,85.7,85.7,,,84.0,87.3,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397043 42.82700103),C01,TOC05,Q07,,36,AGE,5064,RACE,WHT,,,
,2020,2020,NY,New York,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,8.1,8.1,,,6.2,10.5,,Age Group,65 years or older,Gender,Male,,,POINT (-75.54397043 42.82700103),C01,TOC06,Q05,,36,AGE,65PLUS,GENDER,MALE,,,
